psu_hh_idcode,hhid,q02,q03,q05,q09,q23
352_8_1,35208,2,1,50,0,0
352_9_2,35209,2,2,38,0,0
352_9_3,35209,1,4,17,0,2
352_9_4,35209,2,4,13,0,2
353_1_1,35301,1,1,70,0,0
353_1_2,35301,2,2,61,0,0
353_2_2,35302,2,2,47,0,0
353_2_3,35302,1,4,25,0,2
353_3_1,35303,2,1,44,0,0
353_3_2,35303,1,4,24,0,1
353_3_3,35303,1,4,22,0,1
353_4_1,35304,1,1,72,0,0
353_5_1,35305,1,1,63,0,0
353_5_2,35305,2,2,50,0,0
353_5_3,35305,2,4,22,0,2
353_6_1,35306,1,1,66,0,0
353_6_2,35306,2,2,57,0,0
353_7_1,35307,2,1,55,0,0
353_7_2,35307,1,4,24,0,1
353_7_3,35307,1,4,21,0,1
353_9_1,35309,2,1,69,0,0
354_1_1,35401,2,1,94,0,0
354_5_2,35405,2,2,64,0,0
354_6_1,35406,1,1,59,0,0
354_6_2,35406,2,2,56,0,0
354_6_3,35406,1,4,29,0,2
354_7_1,35407,1,1,53,0,0
354_7_2,35407,2,2,50,0,0
354_7_3,35407,2,4,26,0,2
354_7_4,35407,2,4,20,0,2
354_8_1,35408,1,1,53,0,0
354_8_2,35408,2,2,52,0,0
354_8_3,35408,1,4,26,0,2
354_8_4,35408,2,4,21,0,2
354_8_5,35408,2,4,1,0,2
354_9_1,35409,2,1,55,0,0
354_9_2,35409,1,4,28,0,1
354_10_1,35410,1,1,44,0,0
354_10_2,35410,2,2,37,0,0
354_10_3,35410,2,4,16,0,2
354_10_4,35410,2,4,11,0,2
354_11_1,35411,2,1,93,3,0
355_2_2,35502,2,2,43,0,0
355_2_3,35502,2,4,20,0,2
355_2_4,35502,1,4,17,0,2
355_3_1,35503,1,1,52,0,0
355_3_2,35503,2,2,50,0,0
355_3_3,35503,2,4,23,0,2
355_3_4,35503,2,4,20,0,2
355_3_5,35503,2,4,16,0,2
355_3_6,35503,1,4,6,0,2
355_4_1,35504,1,1,73,0,0
355_4_2,35504,2,2,66,0,0
355_5_1,35505,1,1,59,0,0
355_5_2,35505,2,2,41,0,0
355_5_3,35505,2,4,16,0,2
355_5_4,35505,1,4,14,0,2
355_6_1,35506,1,1,49,0,0
355_6_2,35506,2,2,41,0,0
355_6_3,35506,2,4,18,0,2
355_6_4,35506,1,4,14,0,2
355_7_1,35507,1,1,74,0,0
355_7_2,35507,2,2,67,0,0
355_9_2,35509,1,4,42,0,1
355_9_3,35509,2,9,40,0,0
355_9_4,35509,2,5,14,0,2
355_9_5,35509,2,5,10,0,2
355_9_6,35509,2,5,4,0,2
356_2_1,35602,1,1,47,0,0
356_2_2,35602,2,2,42,0,0
356_2_3,35602,2,4,21,0,2
356_2_4,35602,2,4,17,0,2
356_2_5,35602,2,4,16,0,2
356_2_6,35602,1,4,11,0,2
356_3_1,35603,2,1,67,0,0
356_4_1,35604,1,1,51,0,0
356_4_2,35604,2,2,44,0,0
356_4_3,35604,2,4,19,0,2
356_4_4,35604,2,4,16,0,2
356_5_1,35605,2,1,47,0,0
356_5_2,35605,1,4,24,0,1
356_6_1,35606,2,1,47,0,0
356_6_2,35606,1,4,22,0,1
356_6_3,35606,1,4,13,0,1
356_7_1,35607,2,1,81,0,0
356_8_1,35608,1,1,73,0,0
356_8_2,35608,2,2,67,0,0
357_1_2,35701,2,1,41,3,0
357_1_3,35701,1,4,15,0,2
357_1_4,35701,2,12,80,0,0
357_2_1,35702,1,1,56,0,1
357_2_2,35702,2,2,50,0,0
357_2_3,35702,1,4,24,0,2
357_2_4,35702,2,7,96,0,0
357_3_2,35703,2,2,64,5,0
357_4_1,35704,1,1,65,0,0
357_4_2,35704,2,2,59,0,0
357_4_3,35704,2,4,36,0,2
357_4_4,35704,1,4,29,0,2
357_4_5,35704,1,4,23,0,2
357_4_6,35704,2,9,22,0,0
357_4_7,35704,2,6,1,0,2
357_5_1,35705,1,1,51,0,0
357_5_2,35705,2,2,47,0,0
357_5_3,35705,1,4,20,0,2
357_7_1,35707,1,1,48,9,0
357_7_2,35707,2,2,46,0,0
357_7_3,35707,1,4,19,0,2
357_7_4,35707,1,4,20,2,2
357_8_2,35708,2,2,38,0,0
357_8_3,35708,2,4,14,0,2
357_8_4,35708,2,4,12,0,2
357_8_5,35708,1,4,9,0,2
357_10_1,35710,2,1,37,0,0
357_10_2,35710,2,4,14,0,1
357_10_3,35710,1,4,11,0,1
358_1_1,35801,1,1,49,0,0
358_1_2,35801,2,2,46,0,0
358_1_3,35801,1,4,20,0,2
358_2_1,35802,1,1,54,0,0
358_2_2,35802,2,2,53,0,0
358_2_3,35802,1,4,23,3,2
358_3_1,35803,2,1,50,0,0
358_3_2,35803,1,4,28,10,1
358_3_3,35803,2,4,19,0,1
358_3_4,35803,2,9,19,0,0
358_4_1,35804,1,1,52,0,0
358_4_2,35804,2,2,51,0,0
358_4_3,35804,2,4,27,0,2
358_4_4,35804,1,4,22,1,2
358_4_5,35804,2,4,19,0,2
358_5_1,35805,1,1,77,0,0
358_5_2,35805,2,2,68,0,0
358_5_3,35805,1,4,44,0,2
358_5_4,35805,2,9,39,0,0
358_5_5,35805,1,6,19,0,2
358_5_6,35805,2,6,11,0,2
358_5_7,35805,2,6,3,0,2
358_6_1,35806,1,1,47,0,0
358_6_2,35806,2,2,42,0,0
358_6_3,35806,1,4,15,0,2
358_7_3,35807,1,4,17,0,2
358_7_4,35807,1,4,14,0,2
358_8_1,35808,1,1,71,0,0
358_8_2,35808,2,2,64,0,0
359_1_1,35901,1,1,56,0,0
359_1_2,35901,2,2,55,0,0
359_1_3,35901,1,4,22,0,2
359_2_1,35902,1,1,40,0,0
359_2_2,35902,2,2,38,0,0
359_2_3,35902,2,4,18,0,2
359_2_4,35902,1,4,12,0,2
359_3_1,35903,1,1,44,0,0
359_3_2,35903,2,2,38,0,0
359_3_3,35903,1,4,14,0,2
359_3_4,35903,1,4,11,0,2
359_4_1,35904,1,1,58,0,0
359_4_2,35904,2,2,57,0,0
359_5_1,35905,1,1,42,0,0
359_5_2,35905,2,2,41,0,0
359_5_3,35905,2,4,20,0,2
359_5_4,35905,2,4,19,0,2
359_5_5,35905,2,4,14,0,2
359_5_6,35905,1,4,8,0,2
359_6_1,35906,1,1,49,0,0
359_6_2,35906,2,2,43,0,0
359_6_3,35906,1,4,24,0,2
359_8_2,35908,2,2,41,0,0
359_8_3,35908,2,4,18,0,2
359_8_4,35908,1,4,15,0,2
359_11_2,35911,2,2,47,0,0
359_11_3,35911,2,4,23,0,2
359_11_4,35911,2,4,16,0,2
360_1_2,36001,2,2,39,0,0
360_1_3,36001,2,4,15,0,2
360_1_4,36001,2,4,10,0,2
360_2_2,36002,2,2,54,0,0
360_2_3,36002,1,4,21,0,2
360_2_4,36002,2,4,24,0,2
360_3_1,36003,1,1,47,0,0
360_3_2,36003,2,2,44,0,0
360_3_3,36003,1,4,18,0,2
360_4_2,36004,2,1,49,0,0
360_4_3,36004,2,4,22,0,2
360_4_4,36004,2,4,17,0,2
360_5_1,36005,1,1,62,0,0
360_5_2,36005,2,2,62,0,0
360_5_3,36005,1,4,27,0,2
360_5_4,36005,2,4,25,0,2
360_5_5,36005,1,4,25,0,2
360_6_1,36006,1,1,42,0,1
360_6_2,36006,2,2,40,1,0
360_6_3,36006,2,7,80,1,0
360_6_4,36006,2,4,9,1,2
360_6_5,36006,1,4,6,1,2
360_7_1,36007,1,1,65,0,0
360_7_2,36007,2,2,61,0,0
360_7_3,36007,2,4,27,0,2
360_8_2,36008,2,2,37,0,0
360_8_3,36008,1,4,8,0,2
360_8_4,36008,1,4,3,0,2
361_1_1,36101,1,1,76,0,0
361_1_2,36101,2,2,67,0,0
361_1_3,36101,1,4,32,0,2
361_1_4,36101,2,4,25,0,2
361_4_1,36104,1,1,30,0,0
361_4_2,36104,2,2,23,0,0
361_4_3,36104,2,4,4,0,2
361_5_1,36105,1,1,38,0,0
361_5_2,36105,2,2,37,0,0
361_5_3,36105,1,4,14,0,2
361_5_4,36105,1,4,11,0,2
361_5_5,36105,1,4,10,0,2
361_5_6,36105,2,4,7,0,2
361_6_1,36106,1,1,31,0,0
361_6_2,36106,2,2,23,0,0
361_6_3,36106,2,4,4,0,2
361_6_4,36106,1,4,1,0,2
361_7_1,36107,1,1,42,0,0
361_7_2,36107,2,2,40,0,0
361_7_3,36107,1,4,17,0,2
361_7_4,36107,1,4,13,0,2
361_7_5,36107,2,4,7,0,2
361_8_1,36108,2,1,24,0,0
361_9_1,36109,1,1,35,0,0
361_9_2,36109,2,2,30,0,0
361_9_3,36109,1,4,4,0,2
361_10_1,36110,1,1,64,0,0
361_10_2,36110,2,2,57,0,0
361_10_3,36110,1,4,19,0,2
362_1_1,36201,1,1,40,0,0
362_1_2,36201,2,2,26,0,0
362_1_3,36201,2,4,8,0,2
362_1_4,36201,2,4,7,0,2
362_2_1,36202,1,1,59,0,0
362_2_2,36202,2,2,58,0,0
362_2_3,36202,1,4,33,0,2
362_2_4,36202,2,9,27,0,0
362_2_5,36202,2,4,17,0,2
362_2_6,36202,1,5,4,0,2
362_2_7,36202,1,5,3,0,2
362_3_1,36203,1,1,48,0,0
362_3_2,36203,2,2,46,0,0
362_3_3,36203,2,4,21,10,2
362_3_4,36203,2,4,19,0,2
362_3_5,36203,2,4,18,0,2
362_3_6,36203,2,4,10,0,2
362_4_1,36204,1,1,42,0,0
362_4_2,36204,2,2,42,0,0
362_4_3,36204,2,4,18,0,2
362_4_4,36204,2,4,16,0,2
362_4_5,36204,2,4,13,0,2
362_5_2,36205,2,2,48,0,0
362_6_1,36206,1,1,53,0,0
362_6_2,36206,2,2,51,0,0
362_6_3,36206,2,4,27,0,2
362_6_4,36206,2,4,19,0,2
362_6_5,36206,2,4,17,0,2
362_6_6,36206,2,4,15,0,2
362_7_1,36207,1,1,43,0,0
362_7_2,36207,2,2,43,0,0
362_7_3,36207,1,4,16,0,2
362_7_4,36207,1,4,16,0,2
362_8_1,36208,1,1,38,0,0
362_8_2,36208,2,2,33,0,0
362_8_3,36208,2,4,12,0,2
362_8_4,36208,2,4,8,0,2
362_8_5,36208,2,4,4,0,2
363_1_1,36301,1,1,40,0,0
363_1_2,36301,2,2,33,0,0
363_1_3,36301,2,4,14,0,2
363_1_4,36301,1,4,12,0,2
363_1_5,36301,1,4,7,0,2
363_1_6,36301,1,4,5,0,2
363_2_2,36302,2,2,67,0,0
363_3_1,36303,1,1,75,0,0
363_3_2,36303,2,2,70,0,0
363_3_3,36303,1,4,47,0,2
363_3_4,36303,2,9,37,0,0
363_3_5,36303,2,6,14,0,2
363_3_6,36303,2,6,12,0,2
363_3_7,36303,1,6,8,0,2
363_4_2,36304,2,2,36,0,0
363_4_3,36304,2,4,9,0,2
363_4_4,36304,2,4,8,0,2
363_4_5,36304,2,4,2,0,2
363_5_1,36305,1,1,39,0,0
363_5_2,36305,2,2,39,0,0
363_5_3,36305,1,4,14,0,2
363_5_4,36305,1,4,12,0,2
363_5_5,36305,1,4,11,0,2
363_5_6,36305,1,4,7,0,2
363_6_1,36306,1,1,72,0,0
363_6_2,36306,2,2,69,0,0
363_7_1,36307,1,1,38,0,1
363_7_3,36307,2,4,11,0,2
363_7_4,36307,2,4,8,0,2
363_7_5,36307,1,7,73,0,0
363_8_1,36308,1,1,45,0,0
363_8_2,36308,2,2,47,0,0
363_8_3,36308,2,4,20,10,2
363_8_4,36308,2,4,18,0,2
363_8_5,36308,2,4,16,0,2
363_8_6,36308,2,4,14,0,2
363_8_7,36308,2,4,11,0,2
364_1_1,36401,1,1,33,0,0
364_1_2,36401,2,2,31,0,0
364_1_3,36401,2,4,4,0,2
364_1_4,36401,2,4,2,0,2
364_2_2,36402,2,2,30,0,0
364_2_3,36402,2,4,5,0,2
364_2_4,36402,2,4,1,0,2
364_2_5,36402,2,4,4,0,2
364_3_1,36403,1,1,55,0,0
364_3_2,36403,2,2,52,0,0
364_3_3,36403,2,4,20,0,2
364_4_1,36404,1,1,20,0,1
364_4_2,36404,2,7,46,0,0
364_4_3,36404,2,8,25,0,1
364_4_4,36404,1,8,15,0,1
364_5_1,36405,1,1,52,0,0
364_5_2,36405,2,2,50,0,0
364_5_3,36405,2,4,29,2,2
364_5_4,36405,2,4,25,0,2
364_6_1,36406,1,1,32,0,0
364_6_2,36406,2,2,38,0,0
364_6_3,36406,2,4,5,0,2
364_6_4,36406,2,4,2,0,2
364_7_1,36407,1,1,31,0,0
364_7_2,36407,2,2,32,0,0
364_7_3,36407,2,4,6,0,2
364_7_4,36407,2,4,3,0,2
364_8_1,36408,1,1,52,0,0
364_8_2,36408,2,2,51,0,0
364_8_3,36408,2,4,26,3,2
364_8_4,36408,2,4,20,3,2
364_8_5,36408,2,4,18,8,2
364_8_6,36408,2,4,11,0,2
364_8_7,36408,2,4,8,0,2
365_1_1,36501,1,1,29,0,0
365_1_3,36501,2,4,3,0,2
365_2_1,36502,1,1,57,0,0
365_3_1,36503,1,1,40,0,1
365_3_2,36503,2,2,39,0,0
365_3_3,36503,2,4,16,0,2
365_3_4,36503,2,4,14,0,2
365_3_5,36503,2,4,11,0,2
365_3_6,36503,2,4,5,0,2
365_3_7,36503,2,4,5,0,2
365_3_8,36503,2,7,76,0,0
365_4_2,36504,2,2,39,0,0
365_4_3,36504,2,4,19,0,2
365_4_4,36504,1,4,17,0,2
365_4_5,36504,1,4,11,0,2
365_5_1,36505,1,1,51,0,0
365_5_2,36505,2,2,49,0,0
365_5_3,36505,1,4,29,0,2
365_5_4,36505,1,4,22,0,2
365_5_5,36505,1,4,21,0,2
365_5_6,36505,1,4,14,0,2
365_6_1,36506,1,1,45,0,0
365_6_2,36506,2,2,45,0,0
365_6_3,36506,1,4,29,0,2
365_6_4,36506,2,9,27,0,0
365_6_5,36506,2,5,3,0,2
365_6_6,36506,1,4,27,0,2
365_6_7,36506,2,9,22,0,0
365_6_8,36506,1,5,3,0,2
365_7_1,36507,1,1,35,0,1
365_7_2,36507,2,2,34,0,0
365_7_3,36507,1,4,9,0,2
365_7_4,36507,2,4,6,0,2
365_7_5,36507,2,7,69,0,0
365_7_6,36507,2,10,38,0,0
365_7_7,36507,2,6,18,0,1
365_7_8,36507,2,6,11,0,1
365_8_1,36508,1,1,45,0,0
365_8_2,36508,2,2,44,0,0
365_8_3,36508,1,4,19,0,2
365_8_4,36508,1,4,13,0,2
365_8_5,36508,1,4,13,0,2
366_1_2,36601,2,2,38,0,0
366_1_3,36601,1,4,17,0,2
366_1_4,36601,2,4,9,0,2
366_1_5,36601,2,4,8,0,2
366_1_6,36601,2,4,4,0,2
366_2_1,36602,1,1,31,0,0
366_2_2,36602,2,2,27,0,0
366_2_3,36602,1,4,6,0,2
366_2_4,36602,2,4,2,0,2
366_3_1,36603,1,1,35,0,1
366_3_2,36603,2,2,34,0,0
366_3_3,36603,2,4,8,0,2
366_3_4,36603,1,4,5,0,2
366_3_5,36603,2,7,59,0,0
366_4_1,36604,2,1,64,0,0
366_6_2,36606,2,2,35,0,0
366_6_3,36606,2,4,15,0,2
366_6_4,36606,2,4,14,0,2
366_6_5,36606,2,4,10,5,2
366_6_6,36606,2,4,5,5,2
366_7_1,36607,1,1,47,0,1
366_7_2,36607,2,2,41,0,0
366_7_3,36607,2,4,12,0,2
366_7_4,36607,2,4,10,0,2
366_7_5,36607,1,4,5,0,2
366_7_6,36607,2,7,71,0,0
366_11_1,36611,1,1,53,0,0
366_11_2,36611,2,2,50,0,0
366_11_3,36611,2,4,24,0,2
366_11_4,36611,1,4,22,0,2
366_11_5,36611,1,4,20,0,2
366_11_6,36611,1,4,17,0,2
366_12_1,36612,1,1,40,0,0
366_12_2,36612,2,2,38,0,0
366_12_3,36612,1,4,11,0,2
366_12_4,36612,2,4,10,0,2
366_12_5,36612,2,4,4,0,2
367_1_1,36701,1,1,49,0,0
367_1_2,36701,2,2,48,0,0
367_1_3,36701,2,4,37,0,2
367_1_4,36701,2,4,24,0,2
367_1_5,36701,1,4,22,0,2
367_1_6,36701,1,4,20,0,2
367_1_7,36701,2,4,17,0,2
367_2_2,36702,2,2,48,0,0
367_2_3,36702,1,4,19,0,2
367_2_4,36702,1,4,18,0,2
367_2_5,36702,1,4,16,0,2
367_3_1,36703,1,1,62,0,0
367_3_2,36703,2,2,58,0,0
367_3_3,36703,1,4,26,0,2
367_3_4,36703,2,4,24,0,2
367_3_5,36703,2,4,20,0,2
367_4_1,36704,1,1,44,0,0
367_4_2,36704,2,2,40,0,0
367_4_3,36704,2,4,18,0,2
367_4_4,36704,1,4,16,0,2
367_4_5,36704,1,4,14,0,2
367_5_2,36705,2,2,35,0,0
367_5_3,36705,2,4,14,0,2
367_6_1,36706,1,1,43,0,0
367_6_2,36706,2,2,39,0,0
367_6_3,36706,2,4,19,0,2
367_6_4,36706,2,4,16,0,2
367_6_5,36706,1,4,13,0,2
367_6_6,36706,2,4,7,0,2
367_8_1,36708,1,1,39,0,0
367_8_3,36708,1,4,15,0,2
367_8_4,36708,1,4,14,0,2
367_8_5,36708,1,4,9,0,2
367_11_1,36711,1,1,55,0,0
367_11_2,36711,2,2,52,0,0
367_11_3,36711,1,4,26,0,2
367_11_4,36711,2,4,25,0,2
367_11_5,36711,2,4,22,0,2
367_11_6,36711,2,4,18,0,2
367_11_7,36711,1,4,12,0,2
368_1_2,36801,2,2,69,0,0
368_1_3,36801,1,4,42,0,2
368_1_4,36801,2,4,28,0,2
368_2_1,36802,1,1,68,0,0
368_2_2,36802,2,2,70,0,0
368_2_3,36802,1,4,38,0,2
368_2_4,36802,2,9,38,0,0
368_2_5,36802,2,5,14,0,2
368_2_6,36802,1,5,11,0,2
368_2_7,36802,1,5,8,0,2
368_3_1,36803,1,1,38,0,1
368_3_2,36803,2,2,38,0,0
368_3_3,36803,2,7,70,0,0
368_3_4,36803,2,4,15,0,2
368_3_5,36803,1,4,9,0,2
368_3_6,36803,2,4,4,0,2
368_5_1,36805,1,1,52,0,0
368_5_3,36805,1,4,24,0,2
368_5_4,36805,2,4,22,0,2
368_5_5,36805,1,4,21,0,2
368_5_6,36805,2,4,17,0,2
368_5_7,36805,2,4,15,0,2
368_8_1,36808,1,1,36,0,0
368_8_2,36808,2,2,32,0,0
368_8_3,36808,1,4,9,0,2
368_8_4,36808,1,4,7,0,2
368_8_5,36808,1,4,3,0,2
368_10_1,36810,1,1,41,0,0
368_10_2,36810,2,2,39,0,0
368_10_3,36810,1,4,16,0,2
368_10_4,36810,2,4,6,0,2
368_10_5,36810,1,4,2,0,2
368_11_1,36811,1,1,79,0,0
368_11_2,36811,2,2,69,0,0
368_11_3,36811,1,4,32,0,2
368_11_4,36811,2,9,25,0,0
368_11_5,36811,1,5,5,0,2
368_11_6,36811,2,5,3,0,2
368_11_7,36811,1,5,1,0,2
368_12_1,36812,1,1,47,0,0
368_12_2,36812,2,2,42,0,0
368_12_3,36812,1,4,22,0,2
368_12_4,36812,1,4,20,0,2
368_12_5,36812,1,4,16,0,2
368_12_6,36812,1,4,13,0,2
369_1_1,36901,1,1,70,0,0
369_2_1,36902,1,1,49,0,0
369_2_2,36902,2,2,45,0,0
369_2_3,36902,2,4,22,0,2
369_2_4,36902,1,4,21,9,2
369_2_5,36902,1,4,13,0,2
369_4_1,36904,1,1,39,0,0
369_4_2,36904,2,2,38,0,0
369_4_3,36904,1,4,17,0,2
369_4_4,36904,1,4,12,0,2
369_6_1,36906,1,1,45,0,1
369_6_2,36906,2,2,45,0,0
369_6_3,36906,2,7,90,0,0
369_6_4,36906,1,4,15,0,2
369_6_5,36906,2,4,14,0,2
369_6_6,36906,2,4,9,0,2
369_8_2,36908,2,2,49,0,0
369_8_3,36908,2,4,22,9,2
369_9_1,36909,2,1,70,0,0
369_9_2,36909,1,4,40,0,1
369_9_3,36909,1,4,33,0,1
369_10_1,36910,1,1,47,0,0
369_10_2,36910,2,2,40,0,1
369_10_3,36910,1,4,22,0,2
369_10_4,36910,1,4,20,0,2
369_12_2,36912,2,2,28,0,0
369_12_3,36912,1,4,3,0,2
370_1_1,37001,1,1,40,0,0
370_1_2,37001,2,2,36,0,0
370_1_3,37001,1,4,13,0,2
370_1_4,37001,2,4,11,0,2
370_1_5,37001,1,4,9,0,2
370_2_1,37002,1,1,72,0,0
370_2_2,37002,2,2,54,0,0
370_3_1,37003,1,1,34,0,0
370_3_2,37003,2,2,35,0,0
370_3_3,37003,2,4,25,0,2
370_3_4,37003,1,4,12,0,2
370_4_1,37004,1,1,44,0,0
370_4_2,37004,2,2,40,0,0
370_4_3,37004,2,4,20,9,2
370_4_4,37004,2,4,17,0,2
370_4_5,37004,1,4,11,0,2
370_5_1,37005,1,1,60,0,0
370_5_2,37005,2,2,50,0,0
370_5_3,37005,2,4,26,0,2
370_5_4,37005,1,4,24,0,2
370_5_5,37005,2,4,17,0,2
370_5_6,37005,1,4,13,0,2
370_6_2,37006,2,2,40,0,0
370_6_3,37006,2,4,14,0,2
370_6_4,37006,1,4,11,0,2
370_6_5,37006,2,4,6,0,2
370_8_1,37008,1,1,45,0,0
370_8_2,37008,2,2,44,0,0
370_8_3,37008,1,4,18,0,2
370_8_4,37008,1,4,16,0,2
370_8_5,37008,2,4,14,0,2
370_12_2,37012,2,2,39,0,0
370_12_3,37012,1,4,16,0,2
370_12_4,37012,2,4,14,0,2
370_12_5,37012,1,4,10,0,2
371_1_2,37101,2,2,48,0,0
371_1_3,37101,1,4,31,10,2
371_1_4,37101,2,4,21,9,2
371_2_1,37102,1,1,50,0,1
371_2_2,37102,2,2,48,0,0
371_2_3,37102,1,4,19,0,2
371_2_4,37102,2,4,17,0,2
371_2_5,37102,1,4,14,0,2
371_2_6,37102,2,7,72,0,0
371_3_2,37103,2,2,50,0,0
371_3_3,37103,1,4,30,0,2
371_3_4,37103,2,9,24,0,1
371_3_5,37103,1,5,2,0,2
371_3_6,37103,2,5,0,0,2
371_4_1,37104,1,1,40,0,1
371_4_2,37104,2,2,29,0,0
371_4_3,37104,2,7,72,0,0
371_4_4,37104,2,4,2,0,2
371_4_5,37104,2,4,11,0,2
371_6_1,37106,1,1,75,0,0
371_6_2,37106,2,2,74,0,0
371_6_3,37106,1,4,38,0,2
371_6_4,37106,2,9,35,0,0
371_6_5,37106,2,5,15,0,2
371_6_6,37106,2,5,12,0,2
371_6_7,37106,1,5,12,0,2
371_7_1,37107,2,1,61,0,0
371_8_2,37108,2,2,30,0,0
371_8_3,37108,1,4,3,0,2
371_11_1,37111,1,1,30,0,0
371_11_2,37111,2,2,31,0,0
371_11_3,37111,2,4,4,0,2
371_11_4,37111,1,4,1,0,2
372_1_2,37201,2,2,46,0,0
372_1_3,37201,2,4,22,0,2
372_1_4,37201,1,4,19,1,2
372_1_5,37201,2,4,15,0,2
372_1_6,37201,2,4,13,0,2
372_3_1,37203,1,1,63,0,0
372_3_2,37203,2,2,61,0,0
372_3_3,37203,2,4,22,10,2
372_6_1,37206,1,1,54,0,0
372_6_2,37206,2,2,51,0,0
372_6_3,37206,1,4,26,9,2
372_6_4,37206,2,4,19,9,2
372_7_1,37207,2,1,51,0,0
372_8_1,37208,1,1,57,0,0
372_8_2,37208,2,2,49,0,0
372_8_3,37208,1,4,30,6,2
372_8_4,37208,1,4,25,3,2
372_8_5,37208,1,4,14,0,2
372_10_1,37210,1,1,84,0,0
372_10_2,37210,2,2,72,0,0
372_10_3,37210,1,4,38,0,2
372_10_4,37210,2,9,27,0,0
372_10_5,37210,1,5,8,0,2
372_10_6,37210,1,5,4,0,2
372_11_1,37211,1,1,64,0,0
372_11_2,37211,2,2,56,0,0
372_11_3,37211,1,4,27,10,2
372_12_1,37212,1,1,58,0,0
372_12_2,37212,2,2,52,0,0
372_12_3,37212,1,4,27,0,2
372_12_4,37212,1,4,25,0,2
372_12_5,37212,1,4,22,0,2
373_1_2,37301,2,2,42,0,0
373_1_3,37301,2,4,17,0,2
373_1_4,37301,2,4,15,0,2
373_1_5,37301,2,4,12,0,2
373_1_6,37301,2,4,4,0,2
373_2_1,37302,1,1,50,0,0
373_2_3,37302,2,4,13,0,2
373_2_4,37302,2,4,10,0,2
373_2_5,37302,2,4,3,0,2
373_3_1,37303,1,1,45,0,2
373_3_2,37303,2,2,41,0,0
373_3_3,37303,2,4,17,0,2
373_3_4,37303,1,4,0,0,2
373_3_5,37303,1,7,65,0,0
373_3_6,37303,2,7,60,0,0
373_5_1,37305,1,1,53,0,0
373_5_2,37305,2,2,54,0,0
373_5_3,37305,1,4,24,0,2
373_5_4,37305,1,4,18,0,2
373_5_5,37305,1,4,16,0,2
373_6_1,37306,1,1,31,0,1
373_6_2,37306,2,2,24,0,0
373_6_3,37306,2,4,7,0,2
373_6_4,37306,2,4,3,0,2
373_6_5,37306,2,4,1,0,2
373_6_6,37306,2,7,57,0,0
373_7_1,37307,1,1,33,0,0
373_7_2,37307,2,2,26,0,0
373_8_1,37308,1,1,49,0,0
373_8_2,37308,2,2,37,0,0
373_8_3,37308,2,4,18,0,2
373_8_4,37308,2,4,13,0,2
373_8_5,37308,2,4,9,0,2
373_8_6,37308,1,4,8,0,2
373_9_2,37309,2,2,41,0,0
373_9_3,37309,1,4,19,0,2
373_9_4,37309,2,4,16,0,2
373_9_5,37309,1,4,12,0,2
374_1_1,37401,1,1,55,0,1
374_1_2,37401,2,2,50,0,0
374_1_3,37401,2,7,77,0,0
374_2_1,37402,1,1,31,0,0
374_2_2,37402,2,2,27,0,0
374_2_3,37402,2,4,0,0,2
374_3_1,37403,1,1,51,0,0
374_3_2,37403,2,2,49,0,0
374_3_3,37403,1,4,24,0,2
374_3_4,37403,1,4,19,0,2
374_4_1,37404,1,1,45,0,0
374_4_2,37404,2,2,44,0,0
374_4_3,37404,1,4,9,0,2
374_5_1,37405,2,1,57,0,0
374_6_1,37406,1,1,54,0,0
374_6_2,37406,2,2,52,0,0
374_6_3,37406,1,4,22,0,2
374_6_4,37406,2,4,17,0,2
374_7_1,37407,1,1,75,0,0
374_7_2,37407,2,2,42,0,0
374_7_3,37407,1,4,37,0,2
374_7_4,37407,2,9,26,0,0
374_7_5,37407,2,5,4,0,2
374_7_6,37407,1,5,0,0,2
374_8_1,37408,1,1,56,0,0
374_8_2,37408,2,2,48,0,0
374_8_3,37408,1,4,29,0,2
374_8_4,37408,2,9,21,0,2
374_8_5,37408,1,4,25,0,2
375_1_1,37501,1,1,35,0,0
375_1_2,37501,2,2,31,0,0
375_1_3,37501,2,4,5,0,2
375_1_4,37501,2,4,2,0,2
375_3_1,37503,1,1,57,0,0
375_3_2,37503,2,2,55,0,0
375_3_3,37503,1,4,32,0,2
375_3_4,37503,2,9,29,0,0
375_3_5,37503,2,5,3,0,2
375_3_6,37503,1,5,0,0,2
375_4_1,37504,1,1,52,0,0
375_4_2,37504,2,2,48,0,0
375_4_3,37504,1,4,23,0,2
375_5_1,37505,1,1,44,0,0
375_5_2,37505,2,2,35,0,0
375_5_3,37505,1,4,16,0,2
375_5_4,37505,1,4,14,0,2
375_5_5,37505,2,4,9,0,2
375_6_1,37506,1,1,61,0,0
375_6_2,37506,2,2,58,0,0
375_6_3,37506,2,4,32,0,2
375_6_4,37506,1,4,23,0,2
375_7_1,37507,1,1,61,0,1
375_7_2,37507,2,2,54,0,0
375_7_3,37507,1,4,21,0,2
375_7_4,37507,2,7,92,0,0
375_8_1,37508,1,1,64,0,0
375_8_2,37508,2,2,60,0,0
375_8_3,37508,1,4,26,0,2
375_9_1,37509,1,1,37,0,0
375_9_2,37509,2,2,34,0,0
375_9_3,37509,2,4,10,0,2
375_9_4,37509,2,4,6,0,2
375_9_5,37509,2,4,1,0,2
376_1_1,37601,1,1,80,0,0
376_1_3,37601,2,9,40,0,0
376_1_4,37601,1,5,18,0,2
376_1_5,37601,1,5,12,0,2
